,nsites,nelements,chemsys,material_id,band_gap,symmetry.crystal_system
0,5,2,Ac-O,mp-11107,3.522599999999999,trigonal
1,8,2,Ac-Br,mp-27972,4.103299999999999,hexagonal
2,6,3,Ac-Br-O,mp-30274,4.241,tetragonal
3,8,2,Ac-Cl,mp-27971,5.0865,hexagonal
4,6,3,Ac-Cl-O,mp-30273,4.4451,tetragonal
5,3,2,Ac-H,mp-24147,0.0,cubic
6,2,1,Ag,mp-10597,0.0,hexagonal
7,1,1,Ag,mp-124,0.0,cubic
8,4,1,Ag,mp-8566,0.0,hexagonal
9,22,3,Ag-Au-F,mp-18125,0.258499999999999,monoclinic
10,104,3,Ag-B-Cl,mp-567334,2.7028,cubic
11,13,3,Ag-Mo-Te,mp-29607,0.0,monoclinic
12,84,3,Ag-Br-W,mp-29717,0.0,cubic
13,68,3,Ag-Br-Te,mp-568386,0.9637000000000001,orthorhombic
14,68,3,Ag-Br-Te,mp-568392,0.8722000000000001,orthorhombic
15,122,5,Ag-H-N-Se-Sn,mp-1195193,0.22229999999999903,monoclinic
16,64,4,Ag-As-I-O,mp-1199256,0.33329999999999904,monoclinic
17,76,4,Ag-Cl-P-S,mp-560328,1.288799999999999,cubic
18,46,3,Ag-Bi-O,mp-28729,0.056799999999999004,trigonal
19,40,3,Ag-As-S,mp-1197575,0.533399999999999,monoclinic
20,92,3,Ag-B-O,mp-554873,3.4397,monoclinic
21,36,4,Ag-Bi-Cl-S,mp-559071,1.6367999999999991,triclinic
22,24,3,Ag-Bi-O,mp-23558,0.38720000000000004,orthorhombic
23,24,3,Ag-Bi-O,mp-558712,0.0,orthorhombic
24,24,3,Ag-Bi-O,mp-561113,0.5053000000000001,monoclinic
25,28,4,Ag-Br-N-O,mp-556345,1.6045,orthorhombic
26,12,3,Ag-C-O,mp-4691,0.4736,monoclinic
27,3,2,Ag-F,mp-1391,0.0,trigonal
28,28,2,Ag-F,mp-542298,0.0,triclinic
29,180,4,Ag-Ge-O-S,mp-1196546,2.8072,trigonal
30,16,4,Ag-Ge-Pb-S,mp-861942,1.3699,orthorhombic
31,12,3,Ag-Ge-S,mp-9900,0.4646,orthorhombic
32,14,5,Ag-F-H-I-O,mp-690687,1.4591,monoclinic
33,84,4,Ag-H-O-S,mp-860963,2.8821,orthorhombic
34,88,4,Ag-Hg-O-Se,mp-558763,1.9351,orthorhombic
35,38,4,Ag-Hg-O-Te,mp-553949,0.16060000000000002,monoclinic
36,76,4,Ag-As-Hg-I,mp-23592,0.8340999999999991,cubic
37,23,4,Ag-Br-Hg-P,mp-571425,0.7716000000000001,monoclinic
38,23,4,Ag-Hg-I-P,mp-672339,0.7439,monoclinic
39,7,3,Ag-Hg-I,mp-23485,1.2219,tetragonal
40,7,3,Ag-Hg-I,mp-570256,1.100399999999999,tetragonal
41,20,3,Ag-Hg-O,mp-29816,0.41029999999999905,tetragonal
42,12,4,Ag-Hg-I-S,mp-556866,1.2212,orthorhombic
43,56,4,Ag-I-N-O,mp-557396,1.4835,orthorhombic
44,42,4,Ag-I-Mo-O,mp-1203404,1.9610999999999992,monoclinic
45,22,3,Ag-Mo-O,mp-27966,1.9011,triclinic
46,44,3,Ag-Mo-O,mp-560276,2.0118,monoclinic
47,72,4,Ag-Mo-O-Se,mp-556429,1.7276999999999991,monoclinic
48,14,3,Ag-Mo-O,mp-19318,1.873099999999999,cubic
49,28,4,Ag-Cl-N-O,mp-557303,1.71,orthorhombic
50,6,2,Ag-O,mp-353,0.0,cubic
51,10,2,Ag-O,mp-546190,0.34700000000000003,orthorhombic
52,52,4,Ag-H-O-P,mp-1195759,2.1369,orthorhombic
53,24,4,Ag-O-P-Pb,mp-557644,2.3697,triclinic
54,24,4,Ag-O-P-Pd,mp-1190325,1.166799999999999,monoclinic
55,24,4,Ag-H-O-P,mp-707138,1.3274,trigonal
56,28,4,Ag-F-O-P,mp-558151,1.0803,monoclinic
57,72,3,Ag-P-S,mp-558469,1.9254,monoclinic
58,48,3,Ag-P-S,mp-561822,1.440099999999999,orthorhombic
59,48,3,Ag-P-Se,mp-13956,1.186599999999999,orthorhombic
60,84,4,Ag-Cl-O-Pb,mp-667327,2.2477,monoclinic
61,10,3,Ag-O-Pb,mp-20210,1.3818000000000001,monoclinic
62,14,3,Ag-Cl-Pd,mp-28557,0.9506000000000001,orthorhombic
63,12,2,Ag-S,mp-2018369,1.5694,monoclinic
64,22,3,Ag-O-S,mp-1192057,2.301599999999999,triclinic
65,14,3,Ag-O-S,mp-5625,1.2289,orthorhombic
66,12,2,Ag-Se,mp-568936,0.0,orthorhombic
67,24,3,Ag-O-Se,mp-16913,1.7022,monoclinic
68,24,3,Ag-O-Se,mp-2748718,2.093499999999999,monoclinic
69,14,3,Ag-O-Se,mp-11641,0.42639999999999906,orthorhombic
70,180,4,Ag-O-S-Sn,mp-1197599,2.4602,trigonal
71,16,4,Ag-Hg-Se-Sn,mp-10963,0.0,orthorhombic
72,144,3,Ag-O-Sn,mp-680202,0.1452,orthorhombic
73,12,2,Ag-Te,mp-1592,0.0,monoclinic
74,26,4,Ag-H-O-Te,mp-1193238,0.7501000000000001,orthorhombic
75,22,3,Ag-O-Te,mp-13211,0.0,orthorhombic
76,24,4,Ag-Mo-O-Te,mp-1190916,2.020299999999999,monoclinic
77,38,4,Ag-Mo-O-Te,mp-1197464,2.1281,monoclinic
78,34,3,Ag-O-Te,mp-561380,1.1402,triclinic
79,42,3,Ag-O-Te,mp-558768,0.0001,monoclinic
80,12,3,Ag-S-Te,mp-29163,1.2999,monoclinic
81,16,3,Ag-As-O,mp-5408,0.0,cubic
82,14,3,Ag-As-S,mp-4431,1.177099999999999,trigonal
83,28,3,Ag-As-S,mp-561620,1.627799999999999,monoclinic
84,16,3,Ag-As-S,mp-9538,0.35760000000000003,orthorhombic
85,14,3,Ag-As-Se,mp-5145,0.845299999999999,trigonal
86,84,3,Ag-As-Se,mp-662599,0.9037000000000001,orthorhombic
87,24,3,Ag-Au-Se,mp-3172,0.023499999999999,cubic
88,68,3,Ag-B-O,mp-1194638,1.8021,orthorhombic
89,28,3,Ag-B-O,mp-561550,0.8717,trigonal
90,56,3,Ag-Bi-O,mp-505145,1.546999999999999,tetragonal
91,22,2,Ag-F,mp-562412,0.306899999999999,monoclinic
92,28,3,Ag-Ge-P,mp-17862,0.5388000000000001,cubic
93,14,2,Ag-O,mp-1605,0.0,monoclinic
94,14,2,Ag-P,mp-27821,0.8305999999999991,monoclinic
95,16,3,Ag-O-P,mp-4198,0.17849999999999902,cubic
96,16,3,Ag-P-S,mp-12459,0.9914000000000001,orthorhombic
97,16,3,Ag-P-Se,mp-30908,0.174399999999999,orthorhombic
98,92,4,Ag-F-O-S,mp-1201018,0.0,monoclinic
99,62,3,Ag-F-Sb,mp-1195261,0.012499999999999001,cubic
100,14,3,Ag-S-Sb,mp-4515,0.9521000000000001,trigonal
101,28,3,Ag-S-Sb,mp-555269,1.5142,monoclinic
102,8,2,Ag-Sn,mp-611,0.0,orthorhombic
103,28,4,Ag-Ge-P-Sn,mp-17568,0.21549999999999903,cubic
104,22,3,Ag-P-Sn,mp-29849,0.5034000000000001,monoclinic
105,24,3,Ag-Au-Te,mp-5710,0.17250000000000001,cubic
106,108,4,Ag-I-O-Te,mp-684006,0.6233000000000001,monoclinic
107,28,4,Ag-Ge-Hg-S,mp-542199,0.463099999999999,monoclinic
108,100,4,Ag-Mo-O-Se,mp-558550,1.7787000000000002,orthorhombic
109,26,3,Ag-P-S,mp-27482,1.6556000000000002,monoclinic
110,40,4,Ag-I-O-P,mp-553924,0.9546000000000001,monoclinic
111,44,4,Ag-I-O-Se,mp-556570,1.2752,orthorhombic
112,60,3,Ag-S-Sn,mp-1195808,0.22930000000000003,cubic
113,40,3,Ag-O-Te,mp-554357,0.0041999999999990005,monoclinic
114,40,4,Ag-O-S-Te,mp-1199607,0.6883,cubic
115,13,3,Ag-O-Pb,mp-22286,0.0,trigonal
116,13,3,Ag-O-Pb,mp-555565,0.0,trigonal
117,40,3,Ag-Bi-O,mp-28812,1.5002,monoclinic
118,22,4,Ag-Cl-Hg-P,mp-568540,0.9788000000000001,monoclinic
119,26,4,Ag-Hg-O-Sb,mp-1194068,0.0,trigonal
120,24,3,Ag-I-O,mp-554648,0.0205,trigonal
121,12,4,Ag-Cl-P-S,mp-559847,1.2689,orthorhombic
122,22,4,Ag-O-P-Se,mp-1191916,0.30759999999999904,tetragonal
123,20,3,Ag-S-Sb,mp-4004,0.5945,orthorhombic
124,128,3,Ag-Cl-Te,mp-569467,0.23160000000000003,monoclinic
125,64,3,Ag-Cl-Te,mp-573465,0.198499999999999,orthorhombic
126,22,4,Ag-O-P-Te,mp-1191803,0.47129999999999905,tetragonal
127,32,4,Ag-Ge-O-S,mp-558786,0.0,tetragonal
128,49,3,Ag-Mo-O,mp-1205440,1.8778000000000001,triclinic
129,56,3,Ag-As-S,mp-15077,0.7299000000000001,cubic
130,84,3,Ag-P-S,mp-683910,1.455899999999999,monoclinic
131,56,3,Ag-P-S,mp-1197032,0.9116000000000001,cubic
132,56,3,Ag-P-Se,mp-8594,0.7841,cubic
133,60,3,Ag-Ge-S,mp-9770,0.6102000000000001,orthorhombic
134,30,3,Ag-Ge-Se,mp-18474,0.0,orthorhombic
135,60,3,Ag-S-Sn,mp-15645,0.535099999999999,orthorhombic
136,30,3,Ag-Se-Sn,mp-17984,0.0009999999999990002,orthorhombic
137,158,4,Ag-F-O-P,mp-1195618,0.026499999999999004,monoclinic
138,48,4,Ag-As-F-S,mp-556837,2.765,monoclinic
139,22,4,Ag-As-F-Se,mp-1191037,1.6736,monoclinic
140,30,4,Ag-As-H-O,mp-985701,0.8362,triclinic
141,36,3,Ag-As-F,mp-4807,0.0,orthorhombic
142,24,4,Ag-As-Pb-S,mp-22665,1.385999999999999,monoclinic
143,24,3,Ag-As-S,mp-13740,1.4968,trigonal
144,48,3,Ag-As-S,mp-542609,1.577699999999999,monoclinic
145,12,3,Ag-Au-Cl,mp-570340,0.8406,monoclinic
146,12,3,Ag-Au-F,mp-16060,1.0268,tetragonal
147,36,3,Ag-Au-F,mp-1196161,0.0,orthorhombic
148,100,5,Ag-B-Br-C-H,mp-703539,3.296399999999999,orthorhombic
149,36,3,Ag-B-O,mp-1194753,2.3274,orthorhombic
150,24,3,Ag-B-F,mp-12021,3.157,orthorhombic
151,14,3,Ag-B-F,mp-5160,0.0,tetragonal
152,72,5,Ag-B-F-H-O,mp-24058,3.044,orthorhombic
153,128,3,Ag-B-O,mp-559803,1.285299999999999,orthorhombic
154,72,4,Ag-Bi-I-O,mp-1195262,2.4344,monoclinic
155,20,4,Ag-Bi-P-S,mp-556434,1.183799999999999,triclinic
156,20,4,Ag-Bi-P-Se,mp-569126,1.2778,trigonal
157,24,4,Ag-Bi-O-W,mp-1192345,2.9907,monoclinic
158,15,3,Ag-Bi-F,mp-28965,0.3971,triclinic
159,14,4,Ag-Bi-Cl-S,mp-558368,0.7834000000000001,monoclinic
160,14,4,Ag-Bi-Cl-Se,mp-569939,0.549999999999999,monoclinic
161,18,3,Ag-Bi-S,mp-23474,0.5262,monoclinic
162,4,3,Ag-Bi-S,mp-29678,0.5212,trigonal
163,10,4,Ag-Bi-Cl-S,mp-556094,1.0752,orthorhombic
164,12,3,Ag-Bi-Se,mp-27916,0.23409999999999903,trigonal
165,2,2,Ag-Br,mp-23231,0.730399999999999,cubic
166,2,2,Ag-Cl,mp-22922,0.9522,cubic
167,4,2,Ag-Cl,mp-570687,0.8720000000000001,monoclinic
168,6,3,Ag-Cl-O,mp-22993,2.3558,tetragonal
169,2,2,Ag-F,mp-7592,0.0,cubic
170,12,2,Ag-F,mp-2284,0.0,orthorhombic
171,46,5,Ag-C-H-N-Se,mp-1200633,1.238,monoclinic
172,72,4,Ag-Cl-H-O,mp-24053,2.8242000000000003,orthorhombic
173,68,4,Ag-H-O-S,mp-24072,3.6925,monoclinic
174,32,4,Ag-As-Hg-O,mp-558188,0.738599999999999,orthorhombic
175,36,4,Ag-Hg-N-O,mp-560443,0.5517000000000001,orthorhombic
176,32,4,Ag-Hg-O-P,mp-556798,1.1892,orthorhombic
177,54,4,Ag-As-Cl-Hg,mp-567890,0.7838,monoclinic
178,22,4,Ag-Hg-O-Sb,mp-12362,0.709299999999999,trigonal
179,12,4,Ag-As-Hg-S,mp-6215,1.2453,monoclinic
180,16,4,Ag-Br-Hg-S,mp-560067,1.2604,orthorhombic
181,16,4,Ag-Hg-I-S,mp-23140,1.3584,orthorhombic
182,16,4,Ag-Hg-I-S,mp-558446,1.1391,orthorhombic
183,4,2,Ag-I,mp-22894,1.3877000000000002,hexagonal
184,2,2,Ag-I,mp-22925,1.3674,cubic
185,4,2,Ag-I,mp-567809,1.5986,tetragonal
186,8,2,Ag-I,mp-580941,1.3759000000000001,hexagonal
187,48,3,Ag-I-O,mp-1194592,2.2937,tetragonal
188,48,3,Ag-I-O,mp-1195485,2.279,orthorhombic
189,40,3,Ag-I-O,mp-1202188,1.806899999999999,orthorhombic
190,40,3,Ag-I-O,mp-27384,2.4375,orthorhombic
191,36,3,Ag-F-Ir,mp-662534,0.0,orthorhombic
192,76,4,Ag-Mo-O-P,mp-14973,2.024299999999999,monoclinic
193,40,4,Ag-Mo-O-P,mp-17427,1.9584000000000001,monoclinic
194,46,4,Ag-Mo-O-P,mp-19467,1.6215000000000002,triclinic
195,40,3,Ag-Br-Mo,mp-680482,2.0242,triclinic
196,72,4,Ag-Mo-O-P,mp-14029,2.1219,monoclinic
197,10,3,Ag-N-O,mp-552185,1.853899999999999,trigonal
198,40,3,Ag-N-O,mp-638686,2.008899999999999,orthorhombic
199,40,3,Ag-N-O,mp-669466,2.0027,orthorhombic
200,4,2,Ag-O,mp-1065190,0.0,monoclinic
201,4,2,Ag-O,mp-1066856,0.0,monoclinic
202,48,4,Ag-F-O-P,mp-1194585,1.9686000000000001,monoclinic
203,32,2,Ag-P,mp-1195243,1.2132,triclinic
204,12,2,Ag-P,mp-8200,0.6586999999999991,monoclinic
205,40,3,Ag-O-P,mp-18702,2.0232,monoclinic
206,7,3,Ag-P-Pd,mp-1078079,0.0,tetragonal
207,10,3,Ag-P-S,mp-5470,1.3228,monoclinic
208,20,4,Ag-Cl-O-Pb,mp-560923,2.4109,tetragonal
209,40,3,Ag-Pd-Se,mp-1200271,0.0,cubic
210,16,3,Ag-F-Pd,mp-31215,0.0,triclinic
211,36,3,Ag-F-Ru,mp-17588,0.0,monoclinic
212,44,4,Ag-F-O-S,mp-1202574,0.18779999999999902,monoclinic
213,12,3,Ag-O-S,mp-1006372,0.0,triclinic
214,12,3,Ag-O-S,mp-2763322,0.0,triclinic
215,48,4,Ag-F-S-Sb,mp-559602,2.7813,monoclinic
216,60,4,Ag-F-Sb-Se,mp-1202255,1.175,monoclinic
217,15,3,Ag-F-Sb,mp-14653,0.5397999999999991,triclinic
218,176,4,Ag-Pb-S-Sb,mp-1198276,1.116299999999999,monoclinic
219,32,3,Ag-F-Sb,mp-3414,1.7739,cubic
220,20,3,Ag-O-Sb,mp-540872,0.094599999999999,cubic
221,10,3,Ag-O-Sb,mp-545999,0.133299999999999,trigonal
222,24,4,Ag-Pb-S-Sb,mp-560848,1.0857,monoclinic
223,44,5,Ag-F-O-S-Sb,mp-1199019,2.555399999999999,monoclinic
224,16,3,Ag-S-Sb,mp-1205392,1.312699999999999,monoclinic
225,16,3,Ag-S-Sb,mp-3922,1.3716,monoclinic
226,20,3,Ag-I-Se,mp-569052,1.396399999999999,orthorhombic
227,8,3,Ag-F-Sn,mp-10809,0.405599999999999,triclinic
228,32,2,Ag-Te,mp-568761,0.2411,orthorhombic
229,4,2,Ag-Te,mp-28246,0.0,cubic
230,12,3,Ag-Au-Te,mp-3291,0.0,monoclinic
231,32,4,Ag-N-O-Te,mp-559562,2.0214,orthorhombic
232,40,3,Ag-O-Te,mp-559257,1.5732,monoclinic
233,44,3,Ag-Br-W,mp-29718,2.6891,monoclinic
234,22,3,Ag-F-Xe,mp-28586,1.2006000000000001,tetragonal
235,1,1,Al,mp-134,0.0,cubic
236,108,3,Al-Bi-Cl,mp-1198361,1.4598,hexagonal
237,5,3,Al-Co-Si,mp-10010,0.0,trigonal
238,5,3,Al-B-Cr,mp-7692,0.0,orthorhombic
239,5,3,Al-B-Fe,mp-3805,0.0,orthorhombic
240,40,3,Al-Cl-I,mp-672352,1.7285,monoclinic
241,26,3,Al-I-O,mp-555903,3.346599999999999,hexagonal
242,126,3,Al-B-Ni,mp-866315,0.0,orthorhombic
243,52,3,Al-O-P,mp-1019377,5.9631,monoclinic
244,104,3,Al-O-P,mp-14011,5.712400000000001,cubic
245,78,3,Al-O-P,mp-559996,5.5151,trigonal
246,72,3,Al-Cl-Se,mp-683984,1.1219000000000001,orthorhombic
247,56,3,Al-Cl-Se,mp-574529,1.4066,orthorhombic
248,56,3,Al-Cl-Te,mp-540628,1.3271,orthorhombic
249,13,3,Al-S-V,mp-1103718,0.0,cubic
250,13,2,Al-Mo,mp-550,0.0,cubic
251,13,2,Al-Re,mp-1648,0.0,cubic
252,13,2,Al-Tc,mp-16719,0.0,cubic
253,13,2,Al-W,mp-11227,0.0,cubic
254,21,3,Al-Cr-Si,mp-505572,0.0,cubic
255,74,3,Al-S-Tl,mp-28790,3.1285,monoclinic
256,102,2,Al-Co,mp-1198336,0.0,orthorhombic
257,51,2,Al-Fe,mp-1202900,0.0,monoclinic
258,17,2,Al-Os,mp-567929,0.0,monoclinic
259,51,2,Al-Ru,mp-17880,0.0,monoclinic
260,168,3,Al-Co-Si,mp-645302,0.0,orthorhombic
261,44,3,Al-Ge-Ni,mp-1194643,0.0,cubic
262,16,3,Al-Fe-Si,mp-29110,0.230299999999999,triclinic
263,68,3,Al-Mo-O,mp-19521,3.7134,orthorhombic
264,136,3,Al-Mo-O,mp-559796,3.7649,monoclinic
265,34,3,Al-O-S,mp-4417,6.0272,trigonal
266,58,2,Al-Pd,mp-1498,0.0,tetragonal
267,58,2,Al-Pt,mp-1982,0.0,tetragonal
268,54,2,Al-Mo,mp-568153,0.0,orthorhombic
269,34,5,Ag-Al-Bi-Cl-S,mp-1194539,1.9031999999999991,hexagonal
270,72,4,Ag-Al-Cl-O,mp-572634,3.441,orthorhombic
271,3,2,Al-Au,mp-2647,0.0,cubic
272,56,4,Al-B-H-O,mp-1199198,5.5664,orthorhombic
273,28,3,Al-Bi-S,mp-557737,2.6364,tetragonal
274,28,3,Al-Bi-Se,mp-571623,2.2404,tetragonal
275,80,4,Al-Cd-O-Si,mp-14047,3.1407,cubic
276,22,3,Al-Cd-Cl,mp-28361,3.708199999999999,monoclinic
277,7,3,Al-Cd-S,mp-5928,2.7262999999999993,tetragonal
278,7,3,Al-Cd-Se,mp-3159,2.004699999999999,tetragonal
279,7,3,Al-Cd-Te,mp-7909,1.6245,tetragonal
280,44,3,Al-Cl-Cr,mp-607399,0.927099999999999,orthorhombic
281,34,5,Al-Bi-Cl-Cu-S,mp-1195160,1.2722,hexagonal
282,22,3,Al-Cl-Cu,mp-23434,0.5594,monoclinic
283,8,3,Al-Cu-Ir,mp-1079890,0.0,orthorhombic
284,56,5,Al-Cu-F-O-Si,mp-557084,0.9716000000000001,orthorhombic
285,18,3,Al-Fe-Si,mp-29111,0.0,orthorhombic
286,14,3,Al-Fe-O,mp-30084,0.0,cubic
287,36,4,Al-F-Ge-O,mp-561437,4.0658,orthorhombic
288,128,4,Al-H-O-S,mp-757796,5.8156,monoclinic
289,64,4,Al-H-O-Se,mp-707424,4.745100000000001,hexagonal
290,64,5,Al-Cl-H-O-S,mp-1202430,5.3509,monoclinic
291,164,4,Al-H-O-S,mp-850293,5.574,monoclinic
292,52,3,Al-Cl-Hg,mp-27346,2.5631,monoclinic
293,7,3,Al-Hg-S,mp-7906,2.0244,tetragonal
294,7,3,Al-Hg-Se,mp-3038,1.4253999999999991,tetragonal
295,7,3,Al-Hg-Te,mp-7910,1.1108,tetragonal
296,22,3,Al-Cl-Ni,mp-605912,0.5434,monoclinic
297,10,2,Al-O,mp-1143,5.853700000000001,trigonal
298,10,2,Al-O,mp-7048,4.4553,monoclinic
299,3,2,Al-Os,mp-7188,0.28989999999999905,tetragonal
300,100,5,Al-H-N-O-P,mp-23819,5.3986,monoclinic
301,34,4,Al-H-O-P,mp-23995,6.2699,hexagonal
302,104,5,Al-C-H-O-P,mp-556858,4.7351,trigonal
303,26,4,Al-H-O-P,mp-1193864,5.2448,monoclinic
304,68,3,Al-F-Pb,mp-14941,5.266,monoclinic
305,14,3,Al-O-Pb,mp-21892,3.9425,orthorhombic
306,14,3,Al-Pb-S,mp-1103722,2.5904,orthorhombic
307,22,3,Al-Cl-Pd,mp-27452,1.686,monoclinic
308,3,2,Al-Pt,mp-1502,0.0,cubic
309,3,2,Al-Ru,mp-1009834,0.0,tetragonal
310,6,2,Al-Ru,mp-10910,0.086399999999999,orthorhombic
311,40,2,Al-S,mp-684638,2.0693,tetragonal
312,176,4,Al-Br-Sb-Se,mp-1196459,1.801899999999999,monoclinic
313,10,2,Al-Se,mp-11674,1.8004,monoclinic
314,36,4,Al-F-O-Si,mp-6280,5.6953,orthorhombic
315,34,4,Al-H-O-Si,mp-541152,4.9851,triclinic
316,34,4,Al-H-O-Si,mp-721216,4.9329,monoclinic
317,60,4,Al-O-Pb-Si,mp-561246,2.824899999999999,orthorhombic
318,52,4,Al-O-Pb-Si,mp-1194510,4.3038,monoclinic
319,104,4,Al-O-Pb-Si,mp-1195073,4.2562,monoclinic
320,104,4,Al-O-Pb-Si,mp-1196145,4.2501,monoclinic
321,100,5,Al-H-N-O-Si,mp-706243,4.9127,monoclinic
322,32,3,Al-O-Si,mp-4753,4.8382000000000005,orthorhombic
323,32,3,Al-O-Si,mp-4934,4.992799999999999,orthorhombic
324,32,3,Al-O-Si,mp-5065,5.403799999999999,triclinic
325,40,4,Al-Cl-O-Sn,mp-560633,3.9866,monoclinic
326,44,3,Al-Cl-Te,mp-540629,1.4498,monoclinic
327,40,2,Al-Te,mp-29502,1.854,monoclinic
328,7,2,Al-Te,mp-9254,1.046099999999999,monoclinic
329,80,4,Al-O-P-Tl,mp-1199100,3.4362999999999992,orthorhombic
330,22,3,Al-Cl-V,mp-568443,0.8418000000000001,monoclinic
331,14,3,Al-O-Zn,mp-2908,3.845999999999999,cubic
332,14,3,Al-S-Zn,mp-4842,2.4934,cubic
333,7,3,Al-Se-Zn,mp-7907,2.1529,tetragonal
334,7,3,Al-Te-Zn,mp-7908,1.625099999999999,tetragonal
335,18,3,Al-B-Ru,mp-541849,0.0,tetragonal
336,29,3,Al-B-Co,mp-505537,0.0,cubic
337,29,3,Al-B-Ni,mp-505472,0.0,cubic
338,44,2,Al-Au,mp-16480,0.0,trigonal
339,40,3,Al-Bi-Br,mp-645282,1.6320000000000001,trigonal
340,40,3,Al-Bi-Cl,mp-646102,1.5753,trigonal
341,24,3,Al-Fe-Si,mp-1190708,0.0,cubic
342,64,3,Al-Fe-Si,mp-29066,0.0,monoclinic
343,24,3,Al-Fe-Si,mp-505229,0.0,orthorhombic
344,8,2,Al-Ir,mp-2294,0.0,hexagonal
345,16,2,Al-Ni,mp-622209,0.0,orthorhombic
346,5,2,Al-Ni,mp-1057,0.0,trigonal
347,8,2,Al-Ni,mp-16514,0.0,orthorhombic
348,5,2,Al-Os,mp-16521,0.0,tetragonal
349,74,5,Al-F-H-O-P,mp-698160,5.1585,triclinic
350,216,3,Al-F-Pb,mp-1199974,5.1093,tetragonal
351,54,3,Al-F-Pb,mp-541732,5.1871,tetragonal
352,54,3,Al-F-Pb,mp-558703,5.157599999999999,triclinic
353,54,3,Al-F-Pb,mp-558775,5.0114,tetragonal
354,5,2,Al-Pd,mp-10901,0.0,trigonal
355,16,2,Al-Pd,mp-16523,0.0,orthorhombic
356,5,2,Al-Pt,mp-10905,0.0,trigonal
357,16,2,Al-Pt,mp-1501,0.0,orthorhombic
358,5,2,Al-Ru,mp-1070580,0.0,tetragonal
359,4,2,Al-V,mp-2554,0.0,tetragonal
360,25,3,Al-B-O,mp-31408,5.8172999999999995,trigonal
361,52,2,Al-Cr,mp-31019,0.0,monoclinic
362,52,2,Al-V,mp-567919,0.0,monoclinic
363,30,3,Al-Bi-O,mp-23426,2.800199999999999,orthorhombic
364,7,2,Al-C,mp-1591,1.3154,trigonal
365,18,3,Al-C-O,mp-13703,3.823299999999999,orthorhombic
366,24,3,Al-Cd-O,mp-1190488,3.0642,monoclinic
367,52,2,Al-Cu,mp-593,0.0,cubic
368,58,4,Al-Fe-O-Si,mp-1204107,3.862699999999999,orthorhombic
369,56,2,Al-Ni,mp-16515,0.0,cubic
370,15,2,Al-Tc,mp-1104047,0.0,monoclinic
371,30,3,Al-B-O,mp-3281,4.9384999999999994,orthorhombic
372,28,2,Al-Co,mp-196,0.0,hexagonal
373,12,2,Al-Mo,mp-568607,0.0,hexagonal
374,60,2,Al-Mo,mp-569049,0.0,trigonal
375,12,2,Al-Mo,mp-571053,0.0,trigonal
376,28,2,Al-Rh,mp-1791,0.0,hexagonal
377,12,2,Al-W,mp-30337,0.0,hexagonal
378,58,4,Al-B-F-O,mp-6738,6.1148,hexagonal
379,23,4,Al-Cd-O-S,mp-9203,2.7127,cubic
380,23,4,Al-Cd-O-Te,mp-9535,2.5652,cubic
381,14,2,Al-Fe,mp-570001,0.0,orthorhombic
382,14,2,Al-Re,mp-16528,0.0,orthorhombic
383,14,2,Al-Ru,mp-16529,0.0,orthorhombic
384,14,2,Al-Tc,mp-16718,0.0,orthorhombic
385,44,3,Al-S-Tl,mp-28759,2.7961,monoclinic
386,40,3,Al-Co-Cu,mp-17856,0.0,tetragonal
387,40,3,Al-Cu-Fe,mp-4689,0.0,tetragonal
388,116,4,Al-B-O-Si,mp-1019381,4.9414,orthorhombic
389,34,2,Al-Te,mp-14506,1.0799,trigonal
390,152,3,Al-O-Pb,mp-13875,2.8336,cubic
391,11,2,Al-Mo,mp-2733,0.0,monoclinic
392,22,2,Al-Co,mp-16488,0.0,monoclinic
393,22,2,Al-Fe,mp-1191778,0.0,monoclinic
394,22,2,Al-Ir,mp-12003,0.0,monoclinic
395,22,2,Al-Rh,mp-1645,0.0,monoclinic
396,8,3,Ag-Al-O,mp-9631,1.4090999999999991,hexagonal
397,8,3,Ag-Al-S,mp-5782,1.8992,tetragonal
398,8,3,Ag-Al-Se,mp-14091,1.135199999999999,tetragonal
399,8,3,Ag-Al-Te,mp-14092,1.0469,tetragonal
400,2,2,Al-As,mp-2172,1.503699999999999,cubic
401,96,4,Al-As-H-O,mp-542678,3.8112,orthorhombic
402,48,4,Al-As-Cl-Se,mp-567734,2.1167,monoclinic
403,26,4,Al-As-Cl-S,mp-558360,2.2534,monoclinic
404,18,3,Al-As-O,mp-5189,3.865,trigonal
405,6,3,Al-As-O,mp-7849,4.2634,tetragonal
406,8,2,Al-Au,mp-1399,0.0,monoclinic
407,3,2,Al-Au,mp-1018179,0.0,tetragonal
408,30,2,Al-Au,mp-30550,0.0,orthorhombic
409,12,2,Al-Au,mp-569558,0.0,orthorhombic
410,20,2,Al-Au,mp-1490,0.0,cubic
411,3,2,Al-B,mp-944,0.0,hexagonal
412,320,4,Al-B-H-N,mp-1205240,5.535500000000001,orthorhombic
413,84,5,Al-B-C-Cl-H,mp-1205009,3.3489,monoclinic
414,6,3,Al-B-Mo,mp-7574,0.0,orthorhombic
415,76,6,Al-B-H-N-O-P,mp-24757,5.4268,monoclinic
416,56,4,Al-B-O-Pb,mp-558137,2.940799999999999,orthorhombic
417,28,4,Al-B-O-Pb,mp-559276,3.0805,orthorhombic
418,6,3,Al-B-W,mp-1070916,0.0,orthorhombic
