,nsites,nelements,chemsys,material_id,band_gap,symmetry.crystal_system
16329,12,3,Be-Li-N,mp-29463,2.6858,monoclinic
16330,6,3,Be-Li-P,mp-9915,1.1585,tetragonal
16331,6,3,Be-Li-Sb,mp-9575,0.8731,hexagonal
16332,2,2,Bi-Li,mp-22902,0.0,tetragonal
16333,16,4,Bi-Li-O-Pd,mp-559893,0.445999999999999,tetragonal
16334,12,3,Bi-F-Li,mp-28567,4.8473,tetragonal
16335,8,3,Bi-F-Li,mp-27419,2.5394,trigonal
16336,16,3,Bi-Li-O,mp-28253,2.037,orthorhombic
16337,40,3,Bi-Li-O,mp-29077,0.144299999999999,orthorhombic
16338,2,2,Br-Li,mp-23259,4.9234,cubic
16339,4,2,C-Li,mp-1378,3.2727,orthorhombic
16340,13,2,C-Li,mp-1021323,0.0,hexagonal
16341,7,2,C-Li,mp-1001581,0.0,hexagonal
16342,84,4,Ca-Li-Mg-Sb,mp-569282,1.213099999999999,tetragonal
16343,24,3,Ca-Ge-Li,mp-504670,0.0,orthorhombic
16344,14,4,C-Ca-H-Li,mp-1104693,1.2992,tetragonal
16345,24,4,Ca-Ge-In-Li,mp-570850,0.14849999999999902,orthorhombic
16346,52,6,Ca-H-Li-Mn-O-Si,mp-1202461,3.4069000000000003,triclinic
16347,24,3,Ca-Li-Si,mp-20150,0.0,orthorhombic
16348,28,4,As-Ca-H-Li,mp-1192528,1.441699999999999,orthorhombic
16349,22,4,Ca-Li-O-Os,mp-1191787,0.216899999999999,trigonal
16350,22,4,Ca-Li-O-Ru,mp-6342,0.31110000000000004,trigonal
16351,44,4,Ca-Li-N-Si,mp-1020056,2.4382,monoclinic
16352,14,4,B-Ca-Li-N,mp-6799,2.1934,cubic
16353,56,4,Ca-Ge-H-Li,mp-1202682,0.7149000000000001,orthorhombic
16354,92,5,Ca-Li-Mn-O-P,mp-554324,4.290800000000001,trigonal
16355,72,4,Al-Ca-Li-N,mp-1020107,3.093,tetragonal
16356,18,4,Al-Ca-F-Li,mp-6134,7.6448,trigonal
16357,20,4,Al-Ca-Li-N,mp-1020031,2.7797,monoclinic
16358,12,3,As-Ca-Li,mp-1095289,1.073299999999999,orthorhombic
16359,48,4,B-Ca-Li-O,mp-561237,5.039099999999999,orthorhombic
16360,12,3,Bi-Ca-Li,mp-569501,0.5790000000000001,orthorhombic
16361,18,4,Ca-Co-F-Li,mp-555143,0.0,trigonal
16362,18,4,Ca-Cr-F-Li,mp-556792,3.7879,trigonal
16363,18,4,Ca-F-Ga-Li,mp-12829,6.4003,trigonal
16364,20,4,Ca-Ga-Li-N,mp-570948,2.1319,monoclinic
16365,16,3,Ca-Ge-Li,mp-13917,0.0,orthorhombic
16366,14,5,Ca-Li-Mg-N-Si,mp-1020108,2.837399999999999,monoclinic
16367,12,3,Ca-Li-N,mp-31468,1.378499999999999,orthorhombic
16368,18,4,Ca-F-Li-Ni,mp-559584,0.0,trigonal
16369,42,4,Ca-Li-O-P,mp-16804,5.1798,trigonal
16370,9,3,Ca-Li-Pb,mp-20998,0.0,hexagonal
16371,12,3,Ca-Li-Sb,mp-16264,0.6443000000000001,orthorhombic
16372,16,3,Ca-Li-Si,mp-13916,0.0,orthorhombic
16373,9,3,Ca-Li-Sn,mp-30477,0.0,trigonal
16374,4,2,Cd-Li,mp-1437,0.0,cubic
16375,52,5,Cd-H-Li-O-Se,mp-697926,3.5542,monoclinic
16376,52,5,Cd-Ge-H-Li-O,mp-24405,2.223,triclinic
16377,3,3,As-Cd-Li,mp-1018135,0.0,cubic
16378,12,4,B-Cd-Li-O,mp-1102318,2.4534000000000002,triclinic
16379,18,4,B-Cd-Li-O,mp-6126,2.115599999999999,hexagonal
16380,28,4,Cd-Li-O-P,mp-556786,3.4478,orthorhombic
16381,28,4,Cd-Li-O-P,mp-9018,3.3866,orthorhombic
16382,6,4,Ce-Cu-Li-P,mp-1018784,0.0,trigonal
16383,36,4,Ce-Li-O-P,mp-1205078,0.3603,monoclinic
16384,56,3,Ce-F-Li,mp-1195868,2.2896,tetragonal
16385,16,3,Ce-Ge-Li,mp-20428,0.0,orthorhombic
16386,16,3,Ce-Li-Si,mp-1106082,0.0,orthorhombic
16387,24,3,Ce-Li-Sn,mp-1006328,0.0,hexagonal
16388,24,3,Cl-Li-O,mp-30301,5.7447,orthorhombic
16389,56,4,Co-Li-O-P,mp-26991,3.0572,orthorhombic
16390,4,3,Co-Ge-Li,mp-13914,0.0,cubic
16391,32,4,Co-Li-O-P,mp-22042,2.759299999999999,monoclinic
16392,6,3,As-Co-Li,mp-20698,0.0,tetragonal
16393,28,4,As-Co-Li-O,mp-20046,1.4055,orthorhombic
16394,12,3,Co-F-Li,mp-554689,1.9285,monoclinic
16395,4,3,Co-Li-O,mp-22526,0.6623,trigonal
16396,32,5,Co-F-Li-O-S,mp-942701,0.0,triclinic
16397,40,4,Cr-Ge-Li-O,mp-21549,2.756599999999999,monoclinic
16398,24,4,Cr-Li-Mo-O,mp-1191696,2.76,triclinic
16399,40,4,Cr-Li-O-Si,mp-18727,3.0382,monoclinic
16400,40,4,Cr-Li-O-Si,mp-510529,3.2645,monoclinic
16401,24,4,Cr-Li-O-W,mp-1191127,2.4172000000000002,monoclinic
16402,4,3,Cr-Li-O,mp-18793,3.1156,trigonal
16403,22,4,Cr-Li-O-P,mp-19103,2.7339,monoclinic
16404,4,3,Cr-Li-S,mp-4226,0.6463000000000001,trigonal
16405,56,4,Cu-Li-O-P,mp-12185,0.7209000000000001,orthorhombic
16406,56,4,Cu-Li-O-P,mp-558431,0.7145,triclinic
16407,72,6,B-Cu-H-Li-O-P,mp-1199484,0.6144000000000001,orthorhombic
16408,4,3,Cu-Ge-Li,mp-567097,0.0,cubic
16409,4,3,Cu-Li-Si,mp-7473,0.0,cubic
16410,8,3,Cu-Li-Sn,mp-569834,0.0,hexagonal
16411,44,5,Cl-Cu-H-Li-O,mp-722280,0.4198,monoclinic
16412,12,3,Cu-Li-O,mp-5127,1.4376,tetragonal
16413,4,3,Cu-Li-O,mp-9158,0.3163,monoclinic
16414,32,5,Cu-F-Li-O-S,mp-1195676,0.43090000000000006,monoclinic
16415,36,4,Dy-Li-O-P,mp-6413,5.9658000000000015,monoclinic
16416,24,4,Dy-Li-O-W,mp-1192153,3.786799999999999,monoclinic
16417,9,3,Dy-Ge-Li,mp-1079394,0.0,hexagonal
16418,16,3,Dy-Li-O,mp-10251,3.964299999999999,monoclinic
16419,16,3,Dy-Li-O,mp-976726,4.5644,orthorhombic
16420,4,3,Dy-Li-S,mp-15789,1.934699999999999,trigonal
16421,4,3,Dy-Li-Se,mp-15795,1.534799999999999,trigonal
16422,24,3,Dy-Li-Sn,mp-1192210,0.0044,hexagonal
16423,36,4,Er-Li-O-P,mp-555065,5.9556000000000004,monoclinic
16424,24,4,Er-Li-O-W,mp-1192111,3.7954,monoclinic
16425,64,5,Er-F-Li-O-S,mp-555002,6.176,orthorhombic
16426,9,3,Er-Ge-Li,mp-13474,0.0,hexagonal
16427,16,3,Er-Li-O,mp-10970,4.110799999999999,monoclinic
16428,8,3,Er-Li-O,mp-10971,3.9519,tetragonal
16429,4,3,Er-Li-S,mp-15791,2.006599999999999,trigonal
16430,4,3,Er-Li-Se,mp-15797,1.6151,trigonal
16431,24,3,Er-Li-Sn,mp-984635,0.0,hexagonal
16432,36,4,Eu-Li-O-P,mp-555486,0.0,monoclinic
16433,36,5,Br-C-Eu-Li-N,mp-568863,0.8303,cubic
16434,36,5,C-Eu-I-Li-N,mp-1200887,1.026099999999999,cubic
16435,24,3,Eu-Ge-Li,mp-637249,0.0,orthorhombic
16436,20,4,Eu-Ir-Li-O,mp-11903,0.0,monoclinic
16437,12,3,Eu-Li-Si,mp-581678,0.0,monoclinic
16438,32,3,Eu-Li-O,mp-1098000,0.0,orthorhombic
16439,48,5,Cl-Eu-Li-O-Si,mp-679929,0.47100000000000003,orthorhombic
16440,14,4,B-Eu-Li-N,mp-1097959,0.0,cubic
16441,34,5,C-Eu-I-Li-N,mp-638276,0.41960000000000003,hexagonal
16442,12,3,As-Eu-Li,mp-1095352,0.0,orthorhombic
16443,24,4,As-Eu-Li-S,mp-1191481,0.052500000000000005,monoclinic
16444,12,3,Bi-Eu-Li,mp-1095380,0.0,orthorhombic
16445,16,3,Eu-Ge-Li,mp-1106100,0.0,orthorhombic
16446,5,3,Eu-H-Li,mp-541365,0.0,cubic
16447,56,4,Eu-Li-P-S,mp-672252,0.121799999999999,tetragonal
16448,14,4,Eu-Li-P-Se,mp-777825,0.0,orthorhombic
16449,12,3,Eu-Li-Sb,mp-1095425,0.0,orthorhombic
16450,2,2,F-Li,mp-1138,8.7161,cubic
16451,24,4,Fe-Li-Mo-O,mp-561087,2.0562,triclinic
16452,56,4,Fe-Li-O-P,mp-504179,4.1851,orthorhombic
16453,64,4,Fe-Li-O-Se,mp-887746,2.0499,orthorhombic
16454,40,4,Fe-Li-O-Se,mp-558555,2.6596,tetragonal
16455,40,4,Fe-Li-O-Si,mp-19061,2.7521999999999993,monoclinic
16456,20,4,Fe-Li-O-Si,mp-510708,1.7991000000000001,monoclinic
16457,18,3,F-Fe-Li,mp-557403,1.7058,tetragonal
16458,24,3,Fe-Ge-Li,mp-1191712,0.0,monoclinic
16459,24,3,Fe-Ge-Li,mp-652425,0.0,trigonal
16460,6,3,As-Fe-Li,mp-21471,0.0,tetragonal
16461,11,4,As-Fe-Li-O,mp-18878,2.5882,monoclinic
16462,28,4,As-Fe-Li-O,mp-510641,2.2859,orthorhombic
16463,16,5,Cl-Fe-Li-Mo-O,mp-561410,3.0476,monoclinic
16464,6,3,Fe-Li-P,mp-20049,0.0,tetragonal
16465,22,4,Fe-Li-O-P,mp-19294,1.7443,monoclinic
16466,18,5,Fe-H-Li-O-P,mp-756507,0.0,triclinic
16467,28,4,Fe-Li-O-P,mp-18951,3.574599999999999,orthorhombic
16468,28,4,Fe-Li-O-P,mp-19017,3.922399999999999,orthorhombic
16469,32,5,F-Fe-Li-O-S,mp-943492,1.3691,triclinic
16470,4,2,Ga-Li,mp-1307,0.0,cubic
16471,28,4,Ga-H-Li-N,mp-1192659,2.8113,monoclinic
16472,56,4,Ga-H-Li-N,mp-1194674,3.1636,monoclinic
16473,24,4,Ga-Li-Mo-O,mp-557676,3.5664,triclinic
16474,40,4,Ga-Li-O-Se,mp-1198930,4.2558,tetragonal
16475,4,3,Ga-Ir-Li,mp-5419,0.0,cubic
16476,4,3,Ga-Li-Pd,mp-5159,0.0,cubic
16477,4,3,Ga-Li-Pt,mp-20363,0.0,cubic
16478,4,3,Ga-Li-Rh,mp-4913,0.0,cubic
16479,4,3,Ga-Li-Ru,mp-20567,0.0,cubic
16480,56,3,Ga-Li-O,mp-28146,2.8766,cubic
16481,20,3,Br-Ga-Li,mp-28327,2.9955,monoclinic
16482,24,3,Br-Ga-Li,mp-28326,3.490999999999999,monoclinic
16483,40,3,Cl-Ga-Li,mp-29344,3.7633,orthorhombic
16484,24,3,Cl-Ga-Li,mp-28341,4.5316,monoclinic
16485,6,3,Ga-Ge-Li,mp-7874,0.0,hexagonal
16486,42,4,Ga-Ge-Li-O,mp-8702,2.9044,trigonal
16487,20,3,Ga-I-Li,mp-29345,2.2732,monoclinic
16488,24,3,Ga-I-Li,mp-567967,2.5693,monoclinic
16489,16,3,Ga-Li-O,mp-5854,3.1981,orthorhombic
16490,18,4,F-Ga-Li-Pd,mp-9245,0.0,trigonal
16491,16,3,Ga-Li-S,mp-3647,2.9608,orthorhombic
16492,16,3,Ga-Li-Se,mp-11582,2.0656,orthorhombic
16493,42,4,Ga-Li-O-Si,mp-18147,4.2293,trigonal
16494,8,3,Ga-Li-Te,mp-5048,1.5885,tetragonal
16495,36,4,Gd-Li-O-P,mp-6248,3.4752,monoclinic
16496,96,4,B-Gd-Li-O,mp-581285,2.913999999999999,monoclinic
16497,12,3,Cl-Gd-Li,mp-28122,0.9064999999999991,tetragonal
16498,16,3,Gd-Li-O,mp-21332,3.280399999999999,orthorhombic
16499,4,3,Gd-Li-Se,mp-15792,1.1717,trigonal
16500,24,3,Gd-Li-Sn,mp-1191877,0.0,hexagonal
16501,16,2,Ge-Li,mp-9918,0.0,tetragonal
16502,36,4,Ge-Li-O-P,mp-541272,3.442199999999999,trigonal
16503,12,3,Ge-Li-N,mp-1020059,2.763,orthorhombic
16504,7,4,B-Ge-Li-O,mp-8873,4.526400000000001,tetragonal
16505,4,3,Ge-Li-Pd,mp-29633,0.0,cubic
16506,4,3,Ge-Li-Rh,mp-13322,0.0,cubic
16507,24,3,Ge-Li-Te,mp-28060,0.43710000000000004,triclinic
16508,2,2,H-Li,mp-23703,2.981,cubic
16509,20,4,Br-H-Li-O,mp-754153,4.3086,orthorhombic
16510,36,4,Br-H-Li-O,mp-1201902,3.0459,monoclinic
16511,20,4,Cl-H-Li-O,mp-760502,5.3072,orthorhombic
16512,36,4,Cl-H-Li-O,mp-1195620,5.5649999999999995,monoclinic
16513,16,3,H-Li-N,mp-23702,3.135799999999999,tetragonal
16514,24,4,H-Li-O-Se,mp-696288,4.3204,monoclinic
16515,96,5,C-H-Li-N-O,mp-1196577,4.0558,monoclinic
16516,12,4,H-I-Li-N,mp-1103298,3.8235,monoclinic
16517,12,3,H-Li-O,mp-27281,4.7458,monoclinic
16518,36,4,C-H-Li-N,mp-1196875,4.2206,monoclinic
16519,88,5,H-Li-N-O-S,mp-1194832,5.371499999999999,orthorhombic
16520,44,5,H-Li-N-O-S,mp-557560,5.3791,orthorhombic
16521,88,5,H-Li-N-O-S,mp-740717,5.4318,monoclinic
16522,30,4,Br-H-Li-O,mp-23985,3.123,hexagonal
16523,30,4,Cl-H-Li-O,mp-23797,5.2939,hexagonal
16524,30,4,H-I-Li-O,mp-1193954,2.36,triclinic
16525,28,4,H-Li-N-O,mp-23906,3.2720000000000002,orthorhombic
16526,4,3,F-H-Li,mp-24199,8.0448,trigonal
16527,6,3,H-Li-O,mp-23856,4.0057,tetragonal
16528,3,3,H-Li-Pd,mp-1018133,0.0,tetragonal
16529,28,4,H-Li-O-S,mp-643458,6.1448,monoclinic
16530,24,4,H-Li-O-Se,mp-23843,4.3019,orthorhombic
16531,2,2,Hg-Li,mp-2012,0.0,cubic
16532,8,2,Hg-Li,mp-1079267,0.0,hexagonal
16533,36,4,Ho-Li-O-P,mp-555366,6.0045,monoclinic
16534,24,4,Ho-Li-O-W,mp-1191729,3.7911,monoclinic
16535,32,5,F-Ge-Ho-Li-O,mp-561095,4.252800000000001,monoclinic
16536,9,3,Ge-Ho-Li,mp-15820,0.0,hexagonal
16537,16,3,Ho-Li-O,mp-12645,4.385099999999999,monoclinic
16538,4,3,Ho-Li-S,mp-15790,1.9863,trigonal
16539,4,3,Ho-Li-Se,mp-15796,1.5729000000000002,trigonal
16540,24,3,Ho-Li-Sn,mp-1192002,0.0064999999999990005,hexagonal
16541,4,2,I-Li,mp-570935,4.3818,hexagonal
16542,10,3,I-Li-O,mp-22955,3.686099999999999,hexagonal
16543,20,3,I-Li-O,mp-22994,3.6546000000000003,orthorhombic
16544,40,3,I-Li-O,mp-23384,3.7886,tetragonal
16545,4,2,In-Li,mp-22460,0.0,cubic
16546,32,4,C-In-Li-N,mp-1200439,2.8984,orthorhombic
16547,18,4,I-In-Li-O,mp-973966,3.0613,triclinic
16548,48,4,In-Li-Mo-O,mp-554101,3.661,monoclinic
16549,20,4,In-Li-O-Si,mp-6240,3.6357,monoclinic
16550,24,4,In-Li-O-W,mp-1190195,3.345999999999999,monoclinic
16551,4,3,In-Ir-Li,mp-31208,0.0,cubic
16552,4,3,In-Li-Pd,mp-20801,0.0,cubic
16553,4,3,In-Li-Pt,mp-20265,0.0,cubic
16554,4,3,In-Li-Rh,mp-13396,0.0,cubic
16555,4,3,Ag-In-Li,mp-567787,0.0,cubic
16556,24,3,F-In-Li,mp-8892,4.0149,orthorhombic
16557,3,3,Ge-In-Li,mp-16343,0.0,cubic
16558,28,4,Ge-In-Li-O,mp-17854,2.4008000000000003,orthorhombic
16559,24,3,I-In-Li,mp-541001,2.3673,monoclinic
16560,8,3,In-Li-O,mp-5488,1.814299999999999,tetragonal
16561,22,4,In-Li-O-P,mp-8491,3.9726,monoclinic
16562,16,3,In-Li-S,mp-1188392,2.187499999999999,orthorhombic
16563,8,3,In-Li-Se,mp-20187,1.5731000000000002,tetragonal
16564,16,3,In-Li-Se,mp-20310,1.6234000000000002,orthorhombic
16565,28,4,In-Li-O-Si,mp-7205,3.028699999999999,orthorhombic
16566,8,3,In-Li-Te,mp-20782,1.3847,tetragonal
16567,2,2,Ir-Li,mp-279,0.0,hexagonal
16568,4,2,Ir-Li,mp-30738,0.0,orthorhombic
16569,8,3,F-Ir-Li,mp-11172,0.0,trigonal
16570,16,4,C-La-Li-N,mp-1189974,3.2525,monoclinic
16571,20,4,C-La-Li-O,mp-1188898,4.1747,monoclinic
16572,96,4,La-Li-Mo-O,mp-729006,3.7935,orthorhombic
16573,36,4,La-Li-O-P,mp-560866,5.2206,monoclinic
16574,20,4,Fe-La-Li-O,mp-1078209,0.754699999999999,trigonal
16575,20,4,Ir-La-Li-O,mp-11992,0.0,monoclinic
16576,20,4,La-Li-Mo-O,mp-19377,1.6083999999999992,monoclinic
16577,20,4,La-Li-O-Os,mp-12451,0.3355,monoclinic
16578,20,4,La-Li-O-Ru,mp-6644,0.293899999999999,monoclinic
16579,32,5,F-La-Li-O-S,mp-557969,6.6249,monoclinic
16580,20,4,La-Li-O-Sb,mp-6674,3.972500000000001,monoclinic
16581,14,4,Au-La-Li-O,mp-560605,1.6583,orthorhombic
16582,14,4,Cu-La-Li-O,mp-21496,0.7702,orthorhombic
16583,14,4,La-Li-Ni-O,mp-19445,1.515499999999999,orthorhombic
16584,8,3,Bi-La-Li,mp-1095149,0.0,tetragonal
16585,16,3,Ge-La-Li,mp-1188255,0.0,orthorhombic
16586,8,3,La-Li-Sn,mp-1079607,0.0,orthorhombic
16587,24,4,Li-Lu-O-W,mp-1190882,3.8008,monoclinic
16588,12,3,F-Li-Lu,mp-561430,7.754200000000001,monoclinic
16589,24,3,Li-Lu-Sn,mp-1190624,0.027999999999999,hexagonal
16590,4,3,Ga-Li-Mg,mp-30648,0.0,cubic
16591,22,4,H-Li-Mg-Ru,mp-643276,3.151,hexagonal
16592,72,4,Li-Mg-O-P,mp-1020109,5.3095,orthorhombic
16593,40,4,H-Li-Mg-Os,mp-696057,3.2777,hexagonal
16594,40,4,Li-Mg-O-V,mp-559155,3.3026,tetragonal
16595,27,4,Al-F-Li-Mg,mp-1193222,7.5661000000000005,trigonal
16596,27,4,Al-H-Li-Mg,mp-1193498,3.3555,trigonal
16597,3,3,As-Li-Mg,mp-12558,1.372299999999999,cubic
16598,28,4,As-Li-Mg-O,mp-8870,3.552599999999999,orthorhombic
16599,3,3,Bi-Li-Mg,mp-570213,0.3587,cubic
16600,36,5,In-Li-Mg-Mo-O,mp-558897,3.2154,triclinic
16601,12,3,Li-Mg-N,mp-30156,2.2064999999999992,orthorhombic
16602,28,4,Li-Mg-O-P,mp-9625,5.4297,orthorhombic
16603,4,4,Li-Mg-Pd-Sn,mp-7555,0.0,cubic
16604,4,4,Li-Mg-Pt-Sn,mp-11806,0.0,cubic
16605,14,4,Li-Mg-O-V,mp-560157,3.482599999999999,orthorhombic
16606,56,4,Li-Mn-O-P,mp-19492,4.502899999999999,orthorhombic
16607,126,3,Li-Mn-O,mp-1199729,0.0,orthorhombic
16608,42,5,H-Li-Mn-O-Se,mp-1196748,1.613099999999999,trigonal
16609,28,4,As-Li-Mn-O,mp-20052,1.9316,orthorhombic
16610,36,4,B-Li-Mn-O,mp-19131,2.563599999999999,hexagonal
16611,12,3,F-Li-Mn,mp-558059,1.855,monoclinic
16612,27,4,F-Fe-Li-Mn,mp-22200,2.4344,trigonal
16613,27,4,F-Fe-Li-Mn,mp-555333,2.3587,trigonal
16614,36,5,F-H-Li-Mn-O,mp-1197533,1.951099999999999,orthorhombic
16615,8,3,Li-Mn-O,mp-18767,0.35000000000000003,orthorhombic
16616,16,3,Li-Mn-O,mp-556415,0.0,tetragonal
16617,28,4,Li-Mn-O-P,mp-18997,3.411499999999999,orthorhombic
16618,18,4,F-Li-Mn-V,mp-1188440,2.361199999999999,tetragonal
16619,27,4,F-Li-Mn-V,mp-1193542,2.3554,trigonal
16620,14,4,Li-Mn-O-V,mp-19107,1.857499999999999,orthorhombic
16621,144,4,Li-Mo-O-P,mp-25983,2.985999999999999,monoclinic
16622,26,4,As-Li-Mo-O,mp-559600,2.599999999999999,orthorhombic
16623,64,4,Li-Mo-O-P,mp-26009,1.089799999999999,monoclinic
16624,40,3,Cl-Li-Mo,mp-680167,2.354199999999999,triclinic
16625,18,4,I-Li-Mo-O,mp-558917,2.2334,monoclinic
16626,22,4,Li-Mo-O-P,mp-18987,1.536099999999999,monoclinic
16627,4,2,Li-N,mp-2659,3.6364,monoclinic
16628,10,3,Li-N-O,mp-8180,2.9369,trigonal
16629,44,4,Bi-Li-Nb-O,mp-559052,2.7191,monoclinic
16630,48,3,Cl-Li-Nb,mp-28463,0.8827,orthorhombic
16631,28,4,Cl-In-Li-Nb,mp-570869,0.9365999999999991,triclinic
16632,48,3,Li-Nb-O,mp-3368,3.017,monoclinic
16633,52,3,Cl-Li-Nb,mp-29985,0.7552000000000001,orthorhombic
16634,8,3,F-Li-Nb,mp-1078799,4.764299999999999,trigonal
16635,32,4,Ge-Li-Nb-O,mp-6456,3.4577,orthorhombic
16636,8,3,Li-Nb-O,mp-3924,1.579499999999999,hexagonal
16637,40,3,Li-Nb-O,mp-1196213,3.1296,monoclinic
16638,40,3,Li-Nb-O,mp-3731,3.3358,trigonal
16639,8,3,Li-Nb-S,mp-7936,0.713499999999999,hexagonal
16640,28,4,Li-Nb-O-Zn,mp-18037,2.9004000000000003,tetragonal
16641,28,4,Li-Nb-O-Zn,mp-6146,2.7777000000000003,tetragonal
16642,56,4,Li-N-Nd-P,mp-1195211,3.5181,orthorhombic
16643,36,4,Li-Nd-O-P,mp-18711,5.9792000000000005,monoclinic
16644,20,4,Ir-Li-Nd-O,mp-11905,0.0,monoclinic
16645,20,4,Li-Nd-O-Os,mp-12450,0.0,monoclinic
16646,48,5,Li-Mo-Nd-O-Tl,mp-630880,3.0065,monoclinic
16647,50,5,B-F-Li-Nd-O,mp-1185531,4.4538,monoclinic
16648,9,3,Ge-Li-Nd,mp-15821,0.0,hexagonal
16649,16,3,Ge-Li-Nd,mp-1188849,0.0,orthorhombic
16650,28,4,Ge-Li-Nd-O,mp-556814,4.0681,orthorhombic
16651,24,3,Li-Nd-Sn,mp-1191015,0.0029000000000000002,hexagonal
16652,20,4,Li-Nd-O-Ti,mp-1105497,3.090099999999999,orthorhombic
16653,4,3,Ge-Li-Ni,mp-16349,0.0,cubic
16654,32,4,Li-Ni-O-P,mp-17664,4.016400000000001,monoclinic
16655,4,3,Li-Ni-Sn,mp-13915,0.0,cubic
16656,28,4,As-Li-Ni-O,mp-22243,0.0,orthorhombic
16657,4,3,Li-Ni-O,mp-25411,0.0,trigonal
16658,28,4,Li-Ni-O-P,mp-22417,3.4237,orthorhombic
16659,28,4,Li-Ni-O-P,mp-26093,3.5008,orthorhombic
16660,8,3,F-Li-Os,mp-1079181,1.2041,trigonal
16661,10,3,Li-O-Os,mp-1078188,0.0,trigonal
16662,10,3,Li-O-Os,mp-1078358,0.0,trigonal
16663,16,2,Li-P,mp-9588,0.8094999999999991,monoclinic
16664,12,4,H-Li-O-P,mp-642650,5.3164,monoclinic
16665,32,4,H-Li-O-P,mp-24610,5.8553999999999995,orthorhombic
16666,80,5,H-Li-N-O-P,mp-1195205,5.3449,monoclinic
16667,28,4,Li-O-P-Pb,mp-559627,4.759799999999999,triclinic
16668,24,2,Li-P,mp-2412,1.3673,orthorhombic
16669,64,2,Li-P,mp-27687,1.688199999999999,tetragonal
16670,8,3,F-Li-P,mp-9143,7.5394,trigonal
16671,66,5,H-Li-N-P-S,mp-760046,3.2702,triclinic
16672,28,4,H-Li-O-P,mp-23931,6.9796,orthorhombic
16673,40,5,C-H-Li-O-P,mp-1198038,5.609500000000001,monoclinic
16674,44,6,F-H-Li-N-O-P,mp-720554,5.3152,monoclinic
16675,8,3,Li-N-P,mp-3524,3.801599999999999,tetragonal
16676,100,3,Li-O-P,mp-1202801,5.5832,monoclinic
16677,60,3,Li-O-P,mp-29195,5.7219999999999995,monoclinic
16678,100,3,Li-O-P,mp-557189,5.7828,monoclinic
16679,56,4,Li-O-P-Pb,mp-22694,3.6252,orthorhombic
16680,2,2,Li-Pb,mp-2314,0.0,cubic
16681,2,2,Li-Pd,mp-2744,0.0,hexagonal
16682,4,3,Li-Pb-Pd,mp-30763,0.0,cubic
16683,8,2,Li-Pd,mp-1079855,0.0,cubic
16684,48,4,Li-O-Pr-S,mp-559719,5.3953,monoclinic
16685,24,4,Li-O-Pr-W,mp-18932,3.6462,triclinic
16686,24,5,C-F-Li-N-Pr,mp-561257,3.6739,monoclinic
16687,20,4,Ir-Li-O-Pr,mp-11906,0.0,monoclinic
16688,20,4,Li-O-Os-Pr,mp-12449,0.0,monoclinic
16689,9,3,Ge-Li-Pr,mp-8481,0.0,hexagonal
16690,16,3,Ge-Li-Pr,mp-865658,0.0,orthorhombic
16691,16,3,Li-O-Pr,mp-10620,3.533199999999999,monoclinic
16692,24,3,Li-Pr-Sn,mp-1191159,0.005,hexagonal
16693,8,3,Li-Pr-Sn,mp-1078879,0.0,orthorhombic
16694,2,2,Li-Pt,mp-11807,0.0,hexagonal
16695,8,2,Li-Pt,mp-30765,0.0,cubic
16696,8,3,F-Li-Pt,mp-1095099,0.0,trigonal
16697,16,4,F-Li-O-Re,mp-554108,3.1439,tetragonal
16698,36,3,Li-O-Re,mp-540946,4.0299,triclinic
16699,2,2,Li-Rh,mp-600561,0.0,hexagonal
16700,4,2,Li-Rh,mp-1001787,0.0,orthorhombic
16701,8,3,F-Li-Rh,mp-11171,0.0,trigonal
16702,4,3,Li-O-Rh,mp-14115,1.515299999999999,trigonal
16703,16,3,Li-O-Rh,mp-14476,1.3031000000000001,cubic
16704,8,3,F-Li-Ru,mp-1078834,0.9999,trigonal
16705,12,4,F-Li-O-S,mp-7744,5.7916,monoclinic
16706,40,3,F-Li-Sb,mp-1195657,4.7225,orthorhombic
16707,24,3,Li-O-Sb,mp-29892,0.974399999999999,monoclinic
16708,24,3,F-Li-Sb,mp-1190441,5.135,cubic
16709,8,3,F-Li-Sb,mp-3980,4.933400000000001,trigonal
16710,32,3,Li-O-Sb,mp-1198780,3.0684,monoclinic
16711,20,3,Li-O-Sb,mp-4995,2.1379,orthorhombic
16712,8,3,Li-S-Sb,mp-1079885,0.091099999999999,monoclinic
16713,24,3,Li-S-Sb,mp-14591,1.2569,trigonal
16714,40,4,Ge-Li-O-Sc,mp-1194740,3.6059,monoclinic
16715,40,4,Li-O-Sc-Si,mp-6099,4.9634,monoclinic
16716,20,4,Li-O-Sc-Si,mp-6553,4.9196,monoclinic
16717,11,4,As-Li-O-Sc,mp-552663,3.451899999999999,monoclinic
16718,28,4,Ge-Li-O-Sc,mp-504948,4.0333,orthorhombic
16719,104,5,H-Li-O-Sc-Se,mp-1196171,4.07,monoclinic
16720,8,3,Li-O-Sc,mp-5840,3.904,tetragonal
16721,22,4,Li-O-P-Sc,mp-10517,4.7646,monoclinic
16722,4,3,Li-S-Sc,mp-1001786,1.4856999999999991,trigonal
16723,28,4,Li-O-Sc-Si,mp-6224,4.612299999999999,orthorhombic
16724,16,2,Li-Si,mp-795,0.0,tetragonal
16725,32,3,B-Li-Si,mp-1198027,1.166799999999999,tetragonal
